type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates,Longitud,Latitud,Profundidad
Feature,usb000tpy8,5.5,"51 km N of Miyako, Japan",2015-02-17 04:46:38.940,2022-07-27 21:37:13.757,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000tpy8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000tpy8&format=geojson,13.0,5.3,4.341,green,reviewed,0,472,us,b000tpy8,",usb000tpy8,gcmt20150217044638,iscgem606730497,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.149,0.43,40.0,mwb,earthquake,"M 5.5 - 51 km N of Miyako, Japan",Point,"[141.8914, 40.1095, 47]",141.8914,40.1095,47.0
Feature,usb000tpvj,6.7,"83 km ENE of Miyako, Japan",2015-02-16 23:06:28.270,2022-07-27 21:32:17.327,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000tpvj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000tpvj&format=geojson,44.0,5.4,4.739,green,reviewed,1,714,us,b000tpvj,",pt15047002,usb000tpvj,at00njw06i,gcmt20150216230628,iscgem608402324,",",pt,us,at,gcmt,iscgem,",",associate,cap,dyfi,impact-link,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.925,0.94,20.0,mww,earthquake,"M 6.7 - 83 km ENE of Miyako, Japan",Point,"[142.8808, 39.8558, 23]",142.8808,39.8558,23.0
Feature,usc000tda9,5.3,"21 km W of Shibetsu, Japan",2015-01-08 18:42:12.240,2016-11-10 21:46:02.290,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000tda9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000tda9&format=geojson,0.0,1.0,4.09,green,reviewed,0,432,us,c000tda9,",usc000tda9,gcmt20150108184212,",",us,gcmt,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.699,0.55,49.0,mww,earthquake,"M 5.3 - 21 km W of Shibetsu, Japan",Point,"[144.8685, 43.6917, 132.33]",144.8685,43.6917,132.33
Feature,usc000t9wt,5.2,"55 km ESE of Namie, Japan",2014-12-24 23:06:05.470,2022-07-27 11:29:39.437,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t9wt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t9wt&format=geojson,12.0,3.8,4.03,green,reviewed,0,421,us,c000t9wt,",usc000t9wt,gcmt20141224230605,",",us,gcmt,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.867,0.68,39.0,mwb,earthquake,"M 5.2 - 55 km ESE of Namie, Japan",Point,"[141.5576, 37.2516, 10]",141.5576,37.2516,10.0
Feature,usc000t8p4,5.9,"49 km E of Namie, Japan",2014-12-20 09:29:57.490,2022-07-27 11:06:41.208,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t8p4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t8p4&format=geojson,52.0,4.6,4.052,green,reviewed,0,559,us,c000t8p4,",usc000t8p4,gcmt20141220092958,iscgem610574706,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.765,0.76,19.0,mww,earthquake,"M 5.9 - 49 km E of Namie, Japan",Point,"[141.5534, 37.4017, 31.31]",141.5534,37.4017,31.31
Feature,usc000t85p,5.3,"69 km S of Nemuro, Japan",2014-12-19 04:47:40.250,2022-05-03 17:08:37.707,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000t85p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000t85p&format=geojson,0.0,1.0,4.4,green,reviewed,0,432,us,c000t85p,",usc000t85p,gcmt20141219044740,iscgem606393702,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.874,0.52,41.0,mwb,earthquake,"M 5.3 - 69 km S of Nemuro, Japan",Point,"[145.5103, 42.7025, 28.21]",145.5103,42.7025,28.21
Feature,usb000sy4s,5.6,"56 km ESE of Namie, Japan",2014-11-20 01:51:42.180,2022-07-27 08:13:13.161,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000sy4s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000sy4s&format=geojson,51.0,5.3,4.46,green,reviewed,0,509,us,b000sy4s,",usb000sy4s,gcmt20141120015143,iscgem605667488,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.848,0.47,51.0,mww,earthquake,"M 5.6 - 56 km ESE of Namie, Japan",Point,"[141.6082, 37.3226, 32]",141.6082,37.3226,32.0
Feature,usb000spn6,5.8,"Ryukyu Islands, Japan",2014-10-22 00:15:17.440,2022-07-27 05:30:08.677,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000spn6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000spn6&format=geojson,9.0,2.5,4.19,green,reviewed,0,520,us,b000spn6,",usb000spn6,iscgem610984890,",",us,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.629,0.95,19.0,mww,earthquake,"M 5.8 - Ryukyu Islands, Japan",Point,"[128.5533, 27.4158, 43]",128.5533,27.4158,43.0
Feature,usb000smn6,5.5,"Izu Islands, Japan region",2014-10-15 23:53:02.260,2022-05-03 18:18:56.241,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000smn6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000smn6&format=geojson,0.0,1.0,3.41,green,reviewed,0,465,us,b000smn6,",usb000smn6,iscgem610573084,",",us,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.448,0.69,29.0,mww,earthquake,"M 5.5 - Izu Islands, Japan region",Point,"[140.5047, 31.7863, 60]",140.5047,31.7863,60.0
Feature,usb000skze,5.4,"142 km ENE of Hachinohe, Japan",2014-10-11 05:20:35.040,2022-05-03 18:18:42.348,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000skze,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000skze&format=geojson,0.0,0.0,3.54,green,reviewed,0,449,us,b000skze,",usb000skze,iscgem610573016,",",us,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.061,0.61,68.0,mww,earthquake,"M 5.4 - 142 km ENE of Hachinohe, Japan",Point,"[143.0805, 40.9544, 20]",143.0805,40.9544,20.0
Feature,usb000skys,6.1,"152 km ENE of Hachinohe, Japan",2014-10-11 02:35:47.480,2022-07-27 04:32:09.682,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000skys,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000skys&format=geojson,7.0,3.4,3.7,green,reviewed,0,575,us,b000skys,",usb000skys,iscgem610573013,",",us,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.987,0.72,28.0,mww,earthquake,"M 6.1 - 152 km ENE of Hachinohe, Japan",Point,"[143.1649, 41.0272, 22]",143.1649,41.0272,22.0
Feature,usb000sicw,5.5,"90 km NE of Miyako, Japan",2014-10-03 00:57:30.710,2022-07-27 03:50:27.015,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000sicw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000sicw&format=geojson,4.0,4.1,3.48,green,reviewed,0,467,us,b000sicw,",usb000sicw,iscgem605481430,",",us,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.88,0.79,20.0,mww,earthquake,"M 5.5 - 90 km NE of Miyako, Japan",Point,"[142.7657, 40.1565, 30]",142.7657,40.1565,30.0
Feature,usb000sesb,5.5,"Bonin Islands, Japan region",2014-09-21 17:32:05.010,2014-12-19 00:05:25.040,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000sesb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000sesb&format=geojson,,,0.0,green,reviewed,0,465,us,b000sesb,",usb000sesb,",",us,",",cap,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,2.447,0.73,27.0,mww,earthquake,"M 5.5 - Bonin Islands, Japan region",Point,"[139.597, 27.9401, 491.15]",139.597,27.9401,491.15
Feature,usb000scur,5.5,"4 km ESE of Sakai, Japan",2014-09-16 03:28:30.310,2022-08-07 01:45:17.992,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000scur,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000scur&format=geojson,146.0,6.4,5.819,green,reviewed,0,559,us,b000scur,",usb000scur,iscgem610572509,atlas20140916032830,",",us,iscgem,atlas,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",,0.31,0.71,32.0,mww,earthquake,"M 5.5 - 4 km ESE of Sakai, Japan",Point,"[139.8502, 36.0873, 49.94]",139.8502,36.0873,49.94
Feature,usc000s7q8,5.8,"53 km E of Takanabe, Japan",2014-08-28 19:14:35.550,2022-07-27 00:02:41.784,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000s7q8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000s7q8&format=geojson,6.0,5.3,3.952,green,reviewed,0,521,us,c000s7q8,",usc000s7q8,iscgem610572157,",",us,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.443,1.27,18.0,mww,earthquake,"M 5.8 - 53 km E of Takanabe, Japan",Point,"[132.0682, 32.0864, 20]",132.0682,32.0864,20.0
Feature,usb000s1nc,6.1,"78 km E of Mutsu, Japan",2014-08-10 03:43:17.240,2022-07-26 21:54:17.052,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000s1nc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000s1nc&format=geojson,7.0,5.5,4.331,green,reviewed,0,576,us,b000s1nc,",usb000s1nc,iscgem610785780,",",us,iscgem,",",cap,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,2.978,0.7,24.0,mww,earthquake,"M 6.1 - 78 km E of Mutsu, Japan",Point,"[142.1309, 41.1585, 41]",142.1309,41.1585,41.0
Feature,usb000rzlc,5.7,"143 km WSW of Naze, Japan",2014-08-03 04:06:03.740,2022-05-03 18:33:45.833,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000rzlc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000rzlc&format=geojson,,,4.73,green,reviewed,0,500,us,b000rzlc,",usb000rzlc,iscgem610783343,",",us,iscgem,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,1.222,0.89,23.0,mww,earthquake,"M 5.7 - 143 km WSW of Naze, Japan",Point,"[128.0642, 28.0487, 10]",128.0642,28.0487,10.0
Feature,usb000ruu6,6.2,"96 km SE of Kuril’sk, Russia",2014-07-20 18:32:47.790,2022-07-26 20:04:21.103,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000ruu6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000ruu6&format=geojson,4.0,5.2,5.08,green,reviewed,0,593,us,b000ruu6,",usb000ruu6,iscgem604851249,",",us,iscgem,",",cap,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,4.468,1.07,16.0,mww,earthquake,"M 6.2 - 96 km SE of Kuril’sk, Russia",Point,"[148.7838, 44.6419, 61]",148.7838,44.6419,61.0
Feature,usb000rs50,6.5,"139 km ESE of Namie, Japan",2014-07-11 19:22:00.820,2022-08-07 00:39:37.402,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000rs50,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000rs50&format=geojson,106.0,5.3,4.34,green,reviewed,1,706,us,b000rs50,",at00n8k1s6,usb000rs50,pt14192001,iscgem604826038,",",at,us,pt,iscgem,",",cap,dyfi,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",,2.421,0.75,9.0,mww,earthquake,"M 6.5 - 139 km ESE of Namie, Japan",Point,"[142.4525, 37.0052, 20]",142.4525,37.0052,20.0
Feature,usc000rrl0,5.5,"13 km N of Shiraoi, Japan",2014-07-08 09:05:22.970,2022-07-26 19:09:16.371,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000rrl0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000rrl0&format=geojson,8.0,5.4,6.394,green,reviewed,0,470,us,c000rrl0,",usc000rrl0,iscgem610571043,atlas20140708090522,",",us,iscgem,atlas,",",cap,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,1.492,1.05,36.0,mwb,earthquake,"M 5.5 - 13 km N of Shiraoi, Japan",Point,"[141.3472, 42.6676, 10]",141.3472,42.6676,10.0
Feature,usc000rqix,5.7,"11 km E of Miyako, Japan",2014-07-04 22:42:05.070,2022-07-26 18:50:43.566,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000rqix,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000rqix&format=geojson,11.0,6.4,3.987,green,reviewed,0,507,us,c000rqix,",usc000rqix,iscgem610570965,",",us,iscgem,",",cap,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,2.501,0.72,17.0,mww,earthquake,"M 5.7 - 11 km E of Miyako, Japan",Point,"[142.0802, 39.648, 50.31]",142.0802,39.648,50.31
Feature,usc000rnx0,6.2,"Bonin Islands, Japan region",2014-06-30 19:55:32.390,2022-05-03 16:55:42.716,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000rnx0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000rnx0&format=geojson,,,3.1,green,reviewed,0,591,us,c000rnx0,",usc000rnx0,iscgem604772921,",",us,iscgem,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,3.21,0.64,13.0,mww,earthquake,"M 6.2 - Bonin Islands, Japan region",Point,"[138.8441, 28.3404, 511]",138.8441,28.3404,511.0
Feature,usc000rfv0,5.6,"21 km ENE of Iwaki, Japan",2014-06-15 20:14:50.620,2022-07-26 17:10:14.374,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000rfv0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000rfv0&format=geojson,56.0,6.0,5.409,green,reviewed,0,516,us,c000rfv0,",usc000rfv0,iscgem604727826,atlas20140615201450,",",us,iscgem,atlas,",",cap,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,2.395,0.83,58.0,mww,earthquake,"M 5.6 - 21 km ENE of Iwaki, Japan",Point,"[141.1141, 37.0961, 45]",141.1141,37.0961,45.0
Feature,usc000rfu7,5.5,"near the east coast of Honshu, Japan",2014-06-15 18:19:14.540,2022-07-26 17:08:12.209,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000rfu7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000rfu7&format=geojson,16.0,3.8,4.09,green,reviewed,0,471,us,c000rfu7,",usc000rfu7,iscgem604726157,",",us,iscgem,",",cap,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,2.829,0.78,48.0,mww,earthquake,"M 5.5 - near the east coast of Honshu, Japan",Point,"[141.7237, 36.6041, 15.87]",141.7237,36.6041,15.87
Feature,usc000rfj5,5.5,"12 km WNW of Hanamaki, Japan",2014-06-14 17:31:41.560,2022-05-03 16:54:40.962,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000rfj5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000rfj5&format=geojson,,,4.07,green,reviewed,0,465,us,c000rfj5,",usc000rfj5,iscgem604726005,",",us,iscgem,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,3.056,0.67,15.0,mww,earthquake,"M 5.5 - 12 km WNW of Hanamaki, Japan",Point,"[140.9876, 39.4384, 92]",140.9876,39.4384,92.0
Feature,usb000q9sv,6.0,"31 km ESE of It?, Japan",2014-05-04 20:18:24.680,2022-08-06 23:33:17.299,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000q9sv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000q9sv&format=geojson,127.0,5.4,4.977,green,reviewed,0,622,us,b000q9sv,",usb000q9sv,iscgem604513336,atlas20140504201824,",",us,iscgem,atlas,",",cap,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,1.813,0.95,15.0,mww,earthquake,"M 6.0 - 31 km ESE of It?, Japan",Point,"[139.4186, 34.9118, 153]",139.4186,34.9118,153.0
Feature,usb000q6x6,5.6,"258 km ESE of ?funato, Japan",2014-05-02 09:15:20.720,2022-05-03 16:49:08.069,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000q6x6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000q6x6&format=geojson,,,0.0,green,reviewed,0,482,us,b000q6x6,",usb000q6x6,iscgem604509111,",",us,iscgem,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,4.239,0.67,17.0,mww,earthquake,"M 5.6 - 258 km ESE of ?funato, Japan",Point,"[144.2342, 37.852, 15.97]",144.2342,37.852,15.97
Feature,usc000p20r,5.5,"12 km NE of ?funato, Japan",2014-04-02 23:22:47.720,2022-07-26 11:58:35.150,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000p20r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000p20r&format=geojson,7.0,4.1,4.17,green,reviewed,0,468,us,c000p20r,",usc000p20r,",",us,",",cap,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,3.027,0.99,73.0,mwb,earthquake,"M 5.5 - 12 km NE of ?funato, Japan",Point,"[141.8049, 39.1648, 58.06]",141.8049,39.1648,58.06
Feature,usc000nvji,5.4,"109 km ESE of Takahagi, Japan",2014-03-29 01:53:57.700,2022-05-03 17:10:19.157,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000nvji,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000nvji&format=geojson,,,3.68,green,reviewed,0,449,us,c000nvji,",usc000nvji,iscgem606581259,",",us,iscgem,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,2.934,0.84,46.0,mwb,earthquake,"M 5.4 - 109 km ESE of Takahagi, Japan",Point,"[141.8379, 36.3215, 20]",141.8379,36.3215,20.0
Feature,usc000nqxt,5.5,"199 km E of Naze, Japan",2014-03-26 08:49:41.910,2014-05-29 23:32:06.000,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000nqxt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000nqxt&format=geojson,,,2.73,green,reviewed,0,465,us,c000nqxt,",pt14085002,usc000nqxt,",",pt,us,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,3.176,0.71,29.0,mww,earthquake,"M 5.5 - 199 km E of Naze, Japan",Point,"[131.5108, 28.19, 10]",131.5108,28.19,10.0
Feature,usc000nabv,6.3,"32 km SSW of Hikari, Japan",2014-03-13 17:06:50.770,2022-07-26 09:28:34.691,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000nabv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000nabv&format=geojson,42.0,7.2,5.635,green,reviewed,0,641,us,c000nabv,",usc000nabv,iscgem604156129,atlas20140313170650,",",us,iscgem,atlas,",",cap,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.969,1.28,12.0,mww,earthquake,"M 6.3 - 32 km SSW of Hikari, Japan",Point,"[131.8249, 33.6842, 79]",131.8249,33.6842,79.0
Feature,usb000mzmn,6.5,"109 km NW of Nago, Japan",2014-03-02 20:11:23.430,2022-07-26 08:24:32.938,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000mzmn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000mzmn&format=geojson,43.0,4.2,5.43,green,reviewed,1,668,us,b000mzmn,",at00n1ts2y,pt14061002,usb000mzmn,iscgem604087249,",",at,pt,us,iscgem,",",cap,dyfi,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",,1.001,0.97,17.0,mww,earthquake,"M 6.5 - 109 km NW of Nago, Japan",Point,"[127.3674, 27.4312, 119]",127.3674,27.4312,119.0
Feature,usc000mww2,5.3,"90 km ESE of Shikotan, Russia",2014-02-23 04:54:18.650,2014-05-07 00:03:08.000,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000mww2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000mww2&format=geojson,,,4.13,green,reviewed,0,432,us,c000mww2,",usc000mww2,",",us,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,3.708,0.6,29.0,mwb,earthquake,"M 5.3 - 90 km ESE of Shikotan, Russia",Point,"[147.7687, 43.5079, 19.59]",147.7687,43.5079,19.59
Feature,usb000m3ke,5.3,"Bonin Islands, Japan region",2014-01-18 05:00:42.530,2014-03-22 00:05:21.000,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000m3ke,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000m3ke&format=geojson,,,2.95,green,reviewed,0,432,us,b000m3ke,",usb000m3ke,",",us,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,1.805,1.03,21.0,mwb,earthquake,"M 5.3 - Bonin Islands, Japan region",Point,"[142.3492, 28.9022, 14]",142.3492,28.9022,14.0
Feature,usc000lwp7,5.5,"218 km ESE of Namie, Japan",2014-01-04 05:23:00.310,2014-03-07 00:25:58.000,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000lwp7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000lwp7&format=geojson,,,3.11,green,reviewed,0,465,us,c000lwp7,",usc000lwp7,",",us,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,4.176,0.7,46.0,mwb,earthquake,"M 5.5 - 218 km ESE of Namie, Japan",Point,"[143.3822, 36.9704, 22]",143.3822,36.9704,22.0
Feature,usc000lq71,5.6,"118 km E of Hasaki, Japan",2013-12-23 06:57:29.110,2022-05-03 16:36:28.975,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000lq71,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000lq71&format=geojson,,,3.73,green,reviewed,0,482,us,c000lq71,",usc000lq71,iscgem603870828,",",us,iscgem,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,1.538,1.28,43.0,mwb,earthquake,"M 5.6 - 118 km E of Hasaki, Japan",Point,"[142.1406, 35.688, 8]",142.1406,35.688,8.0
Feature,usc000lpah,5.5,"12 km S of Asahi, Japan",2013-12-21 01:34:13.610,2022-07-26 03:44:40.169,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000lpah,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000lpah&format=geojson,39.0,4.6,4.219,green,reviewed,0,483,us,c000lpah,",usc000lpah,iscgem603868050,",",us,iscgem,",",cap,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.405,0.75,42.0,mwb,earthquake,"M 5.5 - 12 km S of Asahi, Japan",Point,"[140.6497, 35.6065, 35.36]",140.6497,35.6065,35.36
Feature,usc000lkgy,5.5,"6 km S of Asahi, Japan",2013-12-14 04:06:15.330,2022-07-26 03:25:27.007,,https://earthquake.usgs.gov/earthquakes/eventpage/usc000lkgy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usc000lkgy&format=geojson,49.0,5.4,4.07,green,reviewed,0,492,us,c000lkgy,",usc000lkgy,iscgem603840744,",",us,iscgem,",",cap,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.443,0.84,40.0,mwb,earthquake,"M 5.5 - 6 km S of Asahi, Japan",Point,"[140.6546, 35.6544, 42]",140.6546,35.6544,42.0
Feature,usb000lds9,6.0,"134 km SE of Kuril’sk, Russia",2013-12-08 17:24:54.200,2022-05-03 16:35:33.771,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000lds9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000lds9&format=geojson,,,3.98,green,reviewed,0,554,us,b000lds9,",usb000lds9,iscgem603834082,",",us,iscgem,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,4.726,0.99,26.0,mww,earthquake,"M 6.0 - 134 km SE of Kuril’sk, Russia",Point,"[149.1667, 44.4438, 28]",149.1667,44.4438,28.0
Feature,usb000l9xu,5.1,"92 km ESE of Kitaibaraki, Japan",2013-12-03 09:16:43.550,2014-02-15 01:37:32.752,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000l9xu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000l9xu&format=geojson,,,3.64,green,reviewed,0,400,us,b000l9xu,",usb000l9xu,",",us,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,1.638,0.88,12.0,mwb,earthquake,"M 5.1 - 92 km ESE of Kitaibaraki, Japan",Point,"[141.7115, 36.492, 18.32]",141.7115,36.492,18.32
Feature,usb000l1hk,5.6,"25 km SE of Toba, Japan",2013-11-18 19:10:45.430,2022-05-03 16:33:30.176,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000l1hk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000l1hk&format=geojson,,,3.15,green,reviewed,0,482,us,b000l1hk,",usb000l1hk,iscgem603796158,",",us,iscgem,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,1.013,0.75,19.0,mww,earthquake,"M 5.6 - 25 km SE of Toba, Japan",Point,"[137.0475, 34.3343, 328]",137.0475,34.3343,328.0
Feature,usb000kzuj,5.5,"3 km E of Chiba, Japan",2013-11-16 11:44:41.340,2022-08-06 19:31:53.227,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000kzuj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000kzuj&format=geojson,88.0,5.4,4.203,green,reviewed,0,513,us,b000kzuj,",usb000kzuj,iscgem603794484,",",us,iscgem,",",cap,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,1.831,0.89,40.0,mwb,earthquake,"M 5.5 - 3 km E of Chiba, Japan",Point,"[140.1529, 35.6039, 59.4]",140.1529,35.6039,59.4
Feature,usb000kypf,5.5,"81 km E of Mutsu, Japan",2013-11-15 02:00:33.990,2022-05-03 16:32:55.529,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000kypf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000kypf&format=geojson,,,4.21,green,reviewed,0,465,us,b000kypf,",usb000kypf,iscgem603791751,",",us,iscgem,",",cap,losspager,moment-tensor,origin,phase-data,shakemap,",,0.937,0.81,38.0,mwb,earthquake,"M 5.5 - 81 km E of Mutsu, Japan",Point,"[142.177, 41.4306, 46]",142.177,41.4306,46.0
Feature,usb000kvca,5.6,"3 km WSW of Moriya, Japan",2013-11-09 22:37:50.410,2022-08-06 19:09:43.021,,https://earthquake.usgs.gov/earthquakes/eventpage/usb000kvca,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usb000kvca&format=geojson,104.0,6.7,4.218,green,reviewed,0,552,us,b000kvca,",usb000kvca,iscgem603780850,",",us,iscgem,",",cap,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.671,1.04,41.0,mww,earthquake,"M 5.6 - 3 km WSW of Moriya, Japan",Point,"[139.9684, 35.9187, 64.31]",139.9684,35.9187,64.31
